Serv000001,0,0,0,0,1,0,0,20150223,20160225
Serv000002,1,1,1,1,1,0,0,20150223,20160225
Serv000003,0,0,0,0,1,0,0,20150223,20160225
Serv000004,1,1,1,1,0,0,0,20150223,20160225
Serv000005,0,0,0,0,1,0,0,20150223,20160225
Serv000006,1,1,1,1,0,0,0,20150223,20160225
Serv000007,0,0,0,0,1,0,0,20150223,20160225
Serv000008,1,1,1,1,0,0,0,20150223,20160225
Serv000009,0,0,0,0,0,1,0,20150223,20160225
Serv000010,0,0,0,0,1,0,0,20150223,20160225
Serv000011,1,1,1,1,1,0,0,20150223,20160225
Serv000012,1,1,1,1,0,0,0,20150223,20160225
Serv000013,0,0,0,0,1,0,0,20150223,20160225
Serv000014,1,1,1,1,0,0,0,20150223,20160225
Serv000015,0,0,0,0,1,0,0,20150223,20160225
Serv000016,1,1,1,1,0,0,0,20150223,20160225
Serv000017,0,0,0,0,1,0,0,20150223,20160225
Serv000018,1,1,1,1,0,0,0,20150223,20160225
Serv000019,0,0,0,0,1,0,0,20150223,20160225
Serv000020,1,1,1,1,0,0,0,20150223,20160225
Serv000021,0,0,0,0,1,0,0,20150223,20160225
Serv000022,1,1,1,1,0,0,0,20150223,20160225
Serv000023,0,0,0,0,1,0,0,20150223,20160225
Serv000024,1,1,1,1,0,0,0,20150223,20160225
Serv000025,0,0,0,0,1,0,0,20150223,20160225
Serv000026,1,1,1,1,0,0,0,20150223,20160225
Serv000027,0,0,0,0,1,0,0,20150223,20160225
Serv000028,1,1,1,1,1,0,0,20150223,20160225
Serv000029,0,0,0,0,1,0,0,20150223,20160225
Serv000030,1,1,1,1,0,0,0,20150223,20160225
Serv000031,0,0,0,0,1,0,0,20150223,20160225
Serv000032,1,1,1,1,0,0,0,20150223,20160225
Serv000033,0,0,0,0,0,1,0,20150223,20160225
Serv000034,1,1,1,1,1,0,0,20150223,20160225
Serv000035,0,0,0,0,0,1,0,20150223,20160225
Serv000036,0,0,0,0,0,0,1,20150223,20160225
Serv000038,1,1,1,1,1,0,0,20150223,20160225
Serv000039,0,0,0,0,0,1,0,20150223,20160225
Serv000040,0,0,0,0,0,0,1,20150223,20160225
Serv000042,1,1,1,1,1,0,0,20150223,20160225
Serv000043,1,1,1,1,0,0,0,20150223,20160225
Serv000044,1,1,1,1,1,0,0,20150223,20160225
Serv000045,0,0,0,0,1,0,0,20150223,20160225
Serv000046,1,1,1,1,0,0,0,20150223,20160225
Serv000047,1,1,1,1,1,0,0,20150223,20160225
Serv000048,0,0,0,0,1,0,0,20150223,20160225
Serv000049,1,1,1,1,0,0,0,20150223,20160225
Serv000050,1,1,1,1,1,0,0,20150223,20160225
Serv000051,0,0,0,0,1,0,0,20150223,20160225
Serv000052,1,1,1,1,0,0,0,20150223,20160225
Serv000053,0,0,0,0,1,0,0,20150223,20160225
Serv000054,1,1,1,1,0,0,0,20150223,20160225
Serv000055,0,0,0,0,1,0,0,20150223,20160225
Serv000056,0,0,0,0,0,1,0,20150223,20160225
Serv000057,0,0,0,0,0,0,1,20150223,20160225
Serv000059,1,1,1,1,1,0,0,20150223,20160225
Serv000060,1,1,1,1,0,0,0,20150223,20160225
Serv000061,0,0,0,0,1,0,0,20150223,20160225
Serv000062,1,1,1,1,1,0,0,20150223,20160225
Serv000063,1,1,1,1,0,0,0,20150223,20160225
Serv000064,1,1,1,1,1,0,0,20150223,20160225
Serv000065,1,1,1,1,0,0,0,20150223,20160225
Serv000066,0,0,0,0,1,0,0,20150223,20160225
Serv000067,1,1,1,1,1,0,0,20150223,20160225
Serv000068,0,0,0,0,1,0,0,20150223,20160225
Serv000069,0,0,0,0,0,1,0,20150223,20160225
Serv000070,0,0,0,0,0,0,1,20150223,20160225
Serv000910,1,1,1,1,1,0,0,20150223,20160225
Serv000911,0,0,0,0,0,1,0,20150223,20160225
Serv000912,0,0,0,0,0,0,1,20150223,20160225
Serv000914,1,1,1,1,1,0,0,20150223,20160225
Serv000915,0,0,0,0,0,1,0,20150223,20160225
Serv000916,0,0,0,0,0,0,1,20150223,20160225
Serv000918,1,1,1,1,1,0,0,20150223,20160225
Serv000919,1,1,1,1,0,0,0,20150223,20160225
Serv000920,0,0,0,0,1,0,0,20150223,20160225
Serv000921,1,1,1,1,0,0,0,20150223,20160225
Serv000922,0,0,0,0,1,0,0,20150223,20160225
Serv000923,1,1,1,1,0,0,0,20150223,20160225
Serv000924,0,0,0,0,1,0,0,20150223,20160225
Serv000925,0,0,0,0,0,1,0,20150223,20160225
Serv000926,0,0,0,0,0,0,1,20150223,20160225
Serv000928,1,1,1,1,1,0,0,20150223,20160225
Serv000929,1,1,1,1,0,0,0,20150223,20160225
Serv000930,0,0,0,0,1,0,0,20150223,20160225
Serv000931,1,1,1,1,0,0,0,20150223,20160225
Serv000932,0,0,0,0,1,0,0,20150223,20160225
Serv000933,1,1,1,1,0,0,0,20150223,20160225
Serv000934,0,0,0,0,1,0,0,20150223,20160225
Serv000935,1,1,1,1,0,0,0,20150223,20160225
Serv000936,0,0,0,0,1,0,0,20150223,20160225
Serv000937,1,1,1,1,0,0,0,20150223,20160225
Serv000938,0,0,0,0,1,0,0,20150223,20160225
Serv000939,1,1,1,1,0,0,0,20150223,20160225
Serv000940,0,0,0,0,1,0,0,20150223,20160225
Serv000941,1,1,1,1,1,0,0,20150223,20160225
Serv000942,0,0,0,0,1,0,0,20150223,20160225
Serv000943,0,0,0,0,0,1,0,20150223,20160225
Serv000944,0,0,0,0,0,0,1,20150223,20160225
Serv001833,1,1,1,1,1,0,0,20150223,20160225
Serv001834,0,0,0,0,1,0,0,20150223,20160225
Serv001835,0,0,0,0,0,1,0,20150223,20160225
Serv001836,0,0,0,0,0,0,1,20150223,20160225
Serv001838,1,1,1,1,1,0,0,20150223,20160225
Serv001839,0,0,0,0,1,0,0,20150223,20160225
Serv001840,0,0,0,0,0,1,0,20150223,20160225
Serv001841,0,0,0,0,0,0,1,20150223,20160225
