stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
1800EB17961,managjwg,"Sportcity, Velopark Tram Stop (Stop E)",53.48225,-2.19261,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB17961
1800EB17971,managjwj,"Sportcity, Velopark Tram Stop (Stop G)",53.48195,-2.19333,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB17971
1800EB18531,managjwp,"Longsight, before Plymouth Grove/Grindlow St",53.46134,-2.21223,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB18531
1800EB18541,managjwt,"Beswick, Ashton Old Road/Kay Street (Stop A)",53.47433,-2.19810,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB18541
1800EB18571,managmad,"Ryder Brow, opp Wembley Road/Melland School",53.45194,-2.17412,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB18571
1800EB19991,managmag,"New Moston, just after Moston Lane East/Broadway",53.52138,-2.16660,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB19991
1800EB20291,managmap,"Moston, Lightbowne Road/Gardener's Arms (Stop G)",53.52456,-2.17642,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20291
1800EB20311,managmaw,"Moston, before Lightbowne Road/Leyburn Road",53.52264,-2.17765,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20311
1800EB20331,managmdg,"Moston, after Lightbowne Road/Nuthurst Road",53.51929,-2.17969,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20331
1800EB20341,managmdj,"Moston, opp Nuthurst Road/Moston Lane",53.51953,-2.18153,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20341
1800EB20361,managmdm,"Moston, Hollinwood Ave/Moston Rail Station (Stop M)",53.52392,-2.17121,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20361
1800EB20411,managmdp,"Moston, Victoria Avenue East/Greengate (Stop D)",53.52567,-2.17738,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20411
1800EB20421,managmdt,"Moston, Victoria Avenue East/Greengate (Stop C)",53.52585,-2.17730,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20421
1800EB20431,managmdw,"Burnage, Mauldeth Road/Kingsway (Stop F)",53.43220,-2.20662,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20431
1800EB20441,managmga,"Moston, just after Victoria Avenue East/Northwold Drive",53.52763,-2.18360,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20441
1800EB20451,managmgd,"Charlestown, opp Victoria Avenue East/Moorway Drive",53.52899,-2.18753,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20451
1800EB20461,managmgj,"Charlestown, after Victoria Avenue East/Moorway Drive",53.52914,-2.18880,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20461
1800EB20471,managmgm,"Higher Blackley, after Newcliffe Road/Amesbury Road",53.53021,-2.20211,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20471
1800EB20481,managmgp,"Higher Blackley, opp Newcliffe Road/Amesbury Road",53.52982,-2.20209,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20481
1800EB20501,managmgt,"Charlestown, before Victoria Avenue East/Colmore Drive",53.53003,-2.19485,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB20501
1800EB22011,managmgw,"Moston, after Kenyon Lane/Lily Lane",53.51117,-2.19630,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22011
1800EB22021,managmja,"Moston, o/s Kenyon Lane/Ben Brierley",53.51369,-2.19657,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22021
1800EB22031,managmjd,"Harpurhey, Moston Lane/Rochdale Road (Stop B)",53.51378,-2.21204,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22031
1800EB22041,managmjg,"Harpurhey, opp Moston Lane/Hillier Street North",53.51337,-2.20684,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22041
1800EB22051,managmjm,"Harpurhey, after Moston Lane/Hillier Street North",53.51332,-2.20753,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22051
1800EB22061,managmjp,"Moston, opp Moston Lane/Edward Street",53.51332,-2.20466,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22061
1800EB22071,managmjt,"Moston, opp Moston Lane/Mowers Arms",53.51381,-2.20301,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22071
1800EB22081,managmjw,"Moston, opp Moston Lane/Post Office",53.51375,-2.20043,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22081
1800EB22091,managmpa,"Moston, o/s Moston Lane/Post Office",53.51387,-2.20031,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22091
1800EB22101,managmpd,"New Moston, opp Nuthurst Road/The Fairway",53.51752,-2.17129,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22101
1800EB22111,managmpg,"New Moston, after Nuthurst Road/The Fairway",53.51774,-2.17261,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22111
1800EB22131,managmpj,"Moston, before Nuthurst Road/St Mary's Road",53.51783,-2.17573,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22131
1800EB22141,managmpm,"Moston, just before Nuthurst Road/St Mary's Road",53.51788,-2.17724,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22141
1800EB22161,managmpt,"Moston, after St Mary's Road/Arden Grove",53.51532,-2.17984,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22161
1800EB22171,managmpw,"Moston, opp St Mary's Road/Arden Grove",53.51598,-2.17939,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB22171
1800EB24271,managmta,"Manchester City Centre, Church St/The Unicorn (Stop CN)",53.48311,-2.23779,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB24271
1800EB24311,managmtj,"Manchester City Centre, Oldham St/Warwick St (Stop EE)",53.48396,-2.23361,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB24311
1800EB24351,managmtp,"Ancoats, after Oldham Road/Thompson Street",53.48675,-2.22824,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB24351
1800EB24371,managmtw,"Ancoats, after Great Ancoats Street/Jersey Street",53.48298,-2.22929,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB24371
1800EB24381,managmwa,"Ancoats, opp Great Ancoats Street/Jersey Street",53.48303,-2.22979,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB24381
1800EB24441,managmwd,"Manchester City Centre, Stevenson Square (Stop Eb)",53.48267,-2.23432,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB24441
1800EB27521,managmwj,"Belle Vue, before Pink Bank Lane/Stanley Grove",53.45950,-2.19165,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27521
1800EB27531,managmwm,"Belle Vue, after Stanley Grove/Penketh Avenue",53.45915,-2.18803,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27531
1800EB27541,managmwp,"Belle Vue, opp Stanley Grove/Penketh Avenue",53.45920,-2.18719,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27541
1800EB27551,managmwt,"Belle Vue, opp Stanley Grove/Bourton Drive",53.45997,-2.18426,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27551
1800EB27561,managpad,"Belle Vue, after Stanley Grove/Fernhill Drive",53.46013,-2.18298,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27561
1800EB27571,managpag,"Levenshulme, opp Barlow Road/Broom Lane",53.44562,-2.18141,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27571
1800EB27581,managpaj,"Levenshulme, after Barlow Road/Broom Lane",53.44532,-2.18315,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27581
1800EB27591,managpam,"Levenshulme, before Barlow Road/Levenshulme Library",53.44525,-2.18522,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27591
1800EB27601,managpap,"Levenshulme, opp Barlow Road/Levenshulme Library",53.44538,-2.18531,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27601
1800EB27611,managpat,"Levenshulme, after Cromwell Grove/Cardus Street",53.44501,-2.19033,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27611
1800EB27621,managpaw,"Levenshulme, opp Cromwell Grove/Cardus Street",53.44493,-2.19076,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27621
1800EB27861,managpda,"Moston, opp Moston Lane/Ebsworth Street",53.51398,-2.19752,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB27861
1800EB31521,managpdg,"Gorton, after Hyde Road/Wellington Street",53.46054,-2.16983,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31521
1800EB31531,managpdj,"Gorton, opp Hyde Road/Wellington Street",53.46088,-2.17227,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31531
1800EB31541,managpdm,"Gorton, after Hyde Road/Whitwell Way",53.46165,-2.17539,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31541
1800EB31551,managpdp,"Belle Vue, after Hyde Road/Sunny Brow Road",53.46195,-2.17807,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31551
1800EB31561,managpdt,"Belle Vue, after Hyde Road/Chatsworth Road",53.46204,-2.17859,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31561
1800EB31571,managpdw,"Belle Vue, Hyde Road/Belle Vue (Stop H)",53.46312,-2.18200,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31571
1800EB31581,managpga,"Belle Vue, Hyde Road/Belle Vue (Stop G)",53.46319,-2.18312,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31581
1800EB31591,managpgd,"Belle Vue, Hyde Road/Belle Vue (Stop F)",53.46301,-2.18397,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31591
1800EB31611,managpgj,"West Gorton, nr Wenlock Way/Bayston Walk",53.46940,-2.19493,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31611
1800EB31621,managpgm,"West Gorton, before Wenlock Way/Clowes Street",53.46913,-2.19590,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31621
1800EB31631,managpgp,"West Gorton, opp Wenlock Way/Woodfall Close",53.46905,-2.19690,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31631
1800EB31641,managpgt,"West Gorton, before Wenlock Way/Kempley Close",53.46878,-2.19790,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31641
1800EB31651,managpgw,"West Gorton, o/s Wenlock Way/ICL",53.46862,-2.19930,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31651
1800EB31661,managpja,"West Gorton, opp Wenlock Way/ICL",53.46824,-2.20082,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31661
1800EB31681,managpjd,"Newton Heath, Oldham Road/Dean Lane (Stop D)",53.50288,-2.18215,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31681
1800EB31691,managpjg,"Newton Heath, Oldham Road/Droylsden Road (Stop G)",53.50286,-2.18099,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31691
1800EB31701,managpjm,"Newton Heath, opp Oldham Road/Droylsden Road",53.50336,-2.17911,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB31701
1800EB32011,managpjp,"Ancoats, nr Great Ancoats Street/Rochdale Canal",53.48188,-2.22772,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32011
1800EB32041,managpjt,"New Islington, opp Old Mill Street/Ancoats Clinic",53.48231,-2.22133,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32041
1800EB32051,managpjw,"New Islington, o/s Old Mill Street/Ancoats Clinic",53.48238,-2.22091,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32051
1800EB32061,managpma,"Holt Town, before Bradford Road/Butler Street",53.48507,-2.21521,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32061
1800EB32071,managpmd,"Holt Town, after Bradford Road/Butler Street",53.48477,-2.21612,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32071
1800EB32081,managpmg,"Holt Town, after Bradford Road/Cambrian Street",53.48587,-2.21341,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32081
1800EB32091,managpmj,"Holt Town, opp Bradford Rd/Cambrian St",53.48653,-2.21210,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32091
1800EB32101,managpmp,"Holt Town, o/s Bradford Road/Bradford Inn",53.48724,-2.21009,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32101
1800EB32111,managpmt,"Holt Town, after Bradford Road/Varley Street",53.48788,-2.20888,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32111
1800EB32121,managpmw,"Holt Town, opp Bradford Road/Saxon Street",53.48848,-2.20726,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32121
1800EB32131,managpta,"Holt Town, after Bradford Road/Saxon Street",53.48892,-2.20640,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32131
1800EB32141,managptd,"Holt Town, opp Bradford Road/Hulme Hall Lane",53.49015,-2.20359,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32141
1800EB32151,managptg,"Holt Town, before Bradford Road/Hulme Hall Lane",53.49023,-2.20385,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32151
1800EB32161,managptj,"Miles Platting, after Hulme Hall Lane/Lord North St",53.49180,-2.20554,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32161
1800EB32171,managptm,"Miles Platting, after Hulme Hall Lane/Bradford Road",53.49077,-2.20407,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32171
1800EB32191,managptp,"Miles Platting, Hulme Hall Lane/Oldham Rd (Stop D)",53.49466,-2.20961,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32191
1800EB32201,managptw,"Miles Platting, Hulme Hall Lane/Oldham Rd (Stop C)",53.49549,-2.20987,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32201
1800EB32211,managpwa,"Miles Platting, Oldham Road/Queens Road (Stop E)",53.49522,-2.21204,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32211
1800EB32221,managpwd,"Miles Platting, opp Oldham Road/Varley Street",53.49443,-2.21502,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32221
1800EB32231,managpwg,"Miles Platting, after Oldham Road/Varley Street",53.49375,-2.21619,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32231
1800EB32241,managpwj,"Miles Platting, opp Oldham Road/Fir Street",53.49277,-2.21833,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32241
1800EB32251,managpwm,"Miles Platting, opp Oldham Road/New Allen Street",53.49151,-2.21923,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32251
1800EB32261,managpwp,"Miles Platting, opp Oldham Road/Naylor Street",53.49096,-2.22020,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32261
1800EB32271,managpwt,"Miles Platting, after Oldham Road/Naylor Street",53.48993,-2.22091,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32271
1800EB32281,managtad,"Miles Platting, opp Oldham Road/Butler Street",53.48916,-2.22235,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32281
1800EB32291,managtag,"Miles Platting, before Oldham Road/Butler Street",53.48870,-2.22250,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32291
1800EB32301,managtaj,"Miles Platting, after Butler Street/Oldham Road",53.48790,-2.22308,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32301
1800EB32311,managtam,"Miles Platting, after Butler Street/Holland Street",53.48652,-2.21864,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32311
1800EB32321,managtap,"Ancoats, o/s Oldham Road/Royal Mail Office",53.48741,-2.22642,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32321
1800EB32331,managtat,"Ancoats, opp Oldham Road/Royal Mail Office",53.48735,-2.22599,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32331
1800EB32351,managtaw,"Ancoats, opp Oldham Road/Thompson Street",53.48631,-2.22886,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32351
1800EB32371,managtda,"Ancoats, Great Ancoats St/Old Mill St (Stop A)",53.48022,-2.22409,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32371
1800EB32381,managtdg,"Ancoats, Great Ancoats St/Old Mill St (Stop B)",53.48044,-2.22388,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32381
1800EB32471,managtgd,"Holt Town, Holt Town Tram Stop (Stop B)",53.48274,-2.21177,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32471
1800EB32481,managtgj,"Holt Town, Holt Town Tram Stop (Stop A)",53.48281,-2.21252,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32481
1800EB32491,managtgm,"Beswick, opp Ashton New Road/Hillkirk Street",53.48205,-2.20714,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32491
1800EB32501,managtgp,"Beswick, opp Ashton New Road/Councillor Street",53.48239,-2.20824,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32501
1800EB32511,managtgt,"Beswick, opp Ashton New Road/Darley Street",53.48176,-2.20563,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32511
1800EB32521,managtgw,"Gorton, opp Cross Lane/Gorton Labour Club",53.46316,-2.16998,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32521
1800EB32531,managtja,"Sportcity, opp Ashton New Rd/City of MCR Stadium",53.48164,-2.20248,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32531
1800EB32541,managtjd,"Sportcity, o/s Ashton New Rd/City of MCR Stadium",53.48177,-2.20290,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32541
1800EB32551,managtjg,"Sportcity, Ashton New Road/Grey Mare Lane (Stop A)",53.48147,-2.19692,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32551
1800EB32561,managtjm,"Sportcity, Alan Turing Way/Ashton New Road (Stop D)",53.48205,-2.19562,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32561
1800EB32571,managtjp,"Sportcity, Alan Turing Way/Phillips Park (Stop C)",53.48689,-2.19843,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32571
1800EB32581,managtjt,"Sportcity, Etihad Campus Tram Stop (Stop A)",53.48522,-2.19782,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32581
1800EB32591,managtjw,"Miles Platting, after Alan Turing Way/Briscoe Lane",53.48931,-2.20049,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32591
1800EB32601,managtma,"Sportcity, opp Alan Turing Way/Philips Park",53.48777,-2.19963,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32601
1800EB32611,managtmd,"Miles Platting, o/s Briscoe Lane/Philips Park",53.49018,-2.20075,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32611
1800EB32621,managtmg,"Miles Platting, opp Briscoe Lane/Philips Park",53.49053,-2.20058,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32621
1800EB32631,managtmj,"Miles Platting, just after Briscoe Lane/Riverpark Road",53.49145,-2.19824,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32631
1800EB32641,managtmp,"Miles Platting, opp Briscoe Lane/Riverpark Road",53.49212,-2.19695,http://www.transportdirect.info/web2/journeyplanning/StopInformationLandingPage.aspx?et=si&id=GTDF&ef=m&st=n&sd=1800EB32641
